fdc_id,food_name,calories,protein,carbs,fat,source
333747,"Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CA2,NC) - CY091JY",,,,,USDA
333748,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2A",,,,,USDA
333749,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R83",,,,,USDA
333750,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T26",,,,,USDA
333751,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R7Z",,,,,USDA
333752,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2B",,,,,USDA
333753,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R84",,,,,USDA
333754,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T27",,,,,USDA
333755,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R80",,,,,USDA
333756,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2D",,,,,USDA
333757,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T29",,,,,USDA
333758,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R7Y",,,,,USDA
333759,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R82",,,,,USDA
333760,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T2C",,,,,USDA
333761,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090T28",,,,,USDA
333762,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R7X",,,,,USDA
333763,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (NC) - NFY090R81",,,,,USDA
333764,"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CA2,NC) - NFY090S4I",,,,,USDA
333765,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CA2,NC) - NFY090S4J",,,,0.86,USDA
333766,"Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (FL,MO) - CY091K0",,,,,USDA
333767,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8Z",,,,,USDA
333768,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ6",,,,,USDA
333769,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ7",,,,,USDA
333770,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S93",,,,,USDA
333771,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ2",,,,,USDA
333772,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8Y",,,,,USDA
333773,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S92",,,,,USDA
333774,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ5",,,,,USDA
333775,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8X",,,,,USDA
333776,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S91",,,,,USDA
333777,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ9",,,,,USDA
333778,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ4",,,,,USDA
333779,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S8W",,,,,USDA
333780,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (FL) - NFY090S90",,,,,USDA
333781,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ8",,,,,USDA
333782,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MO) - NFY090SZ3",,,,,USDA
333783,"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S4Z",,,,,USDA
333784,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (FL,MO) - NFY090S50",,,,0.85,USDA
333785,"Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - CY091JZ",,,,,USDA
333786,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBE",,,,,USDA
333787,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXQ",,,,,USDA
333788,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBI",,,,,USDA
333789,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXM",,,,,USDA
333790,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBB",,,,,USDA
333791,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBF",,,,,USDA
333792,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXR",,,,,USDA
333793,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXN",,,,,USDA
333794,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBC",,,,,USDA
333795,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBG",,,,,USDA
333796,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXO",,,,,USDA
333797,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXK",,,,,USDA
333798,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBD",,,,,USDA
333799,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXP",,,,,USDA
333800,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CT) - NFY090SBH",,,,,USDA
333801,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CO) - NFY090SXL",,,,,USDA
333802,"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S4Q",,,,,USDA
333803,"Fatty Acids, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S4R",,,,,USDA
333804,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (CO,CT) - NFY090S4S",,,,0.86,USDA
333805,"Tuna, canned, in water, drained solids, store brand,  AMERICAS CHOICE &  KROGER (IN,NY) - CY091K2",,,,,USDA
333806,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8E",,,,,USDA
333807,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STK",,,,,USDA
333808,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8J",,,,,USDA
333809,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STG",,,,,USDA
333810,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8F",,,,,USDA
333811,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STL",,,,,USDA
333812,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8K",,,,,USDA
333813,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STH",,,,,USDA
333814,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8H",,,,,USDA
333815,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8I",,,,,USDA
333816,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STJ",,,,,USDA
333817,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STF",,,,,USDA
333818,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8G",,,,,USDA
333819,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STI",,,,,USDA
333820,"Tuna, canned, KROGER, in water, drained solids (IN) - NFY090STM",,,,,USDA
333821,"Tuna, canned, AMERICAS CHOICE, in water, drained solids (NY) - NFY090S8L",,,,,USDA
333822,"Minerals, Tuna, canned, in water, drained solids, store brand,  AMERICAS CHOICE &  KROGER (IN,NY) - NFY090S5G",,,,,USDA
333823,"Proximates, Tuna, canned, in water, drained solids, store brand,  AMERICAS CHOICE &  KROGER (IN,NY) - NFY090S5H",,,,0.84,USDA
333824,"Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (MI,OK) - CY091K1",,,,,USDA
333825,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQO",,,,,USDA
333826,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0F",,,,,USDA
333827,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQS",,,,,USDA
333828,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQP",,,,,USDA
333829,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0G",,,,,USDA
333830,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQT",,,,,USDA
333831,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0C",,,,,USDA
333832,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQQ",,,,,USDA
333833,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0H",,,,,USDA
333834,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0I",,,,,USDA
333835,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQU",,,,,USDA
333836,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0D",,,,,USDA
333837,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQR",,,,,USDA
333838,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0E",,,,,USDA
333839,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (OK) - NFY090T0J",,,,,USDA
333840,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (MI) - NFY090SQV",,,,,USDA
333841,"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S57",,,,,USDA
333842,"Fatty Acids, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S58",,,,,USDA
333843,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (MI,OK) - NFY090S59",,,,1.09,USDA
333844,"Tuna, canned, in water, drained solids, store brand,  MY ESSENTIALS &  SUNNY SELECT (CA2,NC) - CY091K4",,,,,USDA
333845,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2I",,,,,USDA
333846,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7V",,,,,USDA
333847,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2E",,,,,USDA
333848,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7R",,,,,USDA
333849,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2H",,,,,USDA
333850,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2L",,,,,USDA
333851,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7U",,,,,USDA
333852,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7P",,,,,USDA
333853,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7Q",,,,,USDA
333854,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2K",,,,,USDA
333855,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2G",,,,,USDA
333856,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7T",,,,,USDA
333857,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2J",,,,,USDA
333858,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7W",,,,,USDA
333859,"Tuna, canned, SUNNY SELECT, in water, drained solids (CA) - NFY090T2F",,,,,USDA
333860,"Tuna, canned, MY ESSENTIALS, in water, drained solids (NC) - NFY090R7S",,,,,USDA
333861,"Minerals, Tuna, canned, in water, drained solids, store brand,  MY ESSENTIALS &  SUNNY SELECT (CA2,NC) - NFY090S68",,,,,USDA
333862,"Proximates, Tuna, canned, in water, drained solids, store brand,  MY ESSENTIALS &  SUNNY SELECT (CA2,NC) - NFY090S69",,,,0.98,USDA
333863,"Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - CY091JX",,,,,USDA
333864,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSA",,,,,USDA
333865,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVT",,,,,USDA
333866,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSE",,,,,USDA
333867,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSF",,,,,USDA
333868,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVP",,,,,USDA
333869,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSB",,,,,USDA
333870,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVQ",,,,,USDA
333871,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVM",,,,,USDA
333872,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SS9",,,,,USDA
333873,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSD",,,,,USDA
333874,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVS",,,,,USDA
333875,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVO",,,,,USDA
333876,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SS8",,,,,USDA
333877,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (AL) - NFY090SSC",,,,,USDA
333878,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVR",,,,,USDA
333879,"Tuna, canned, STARKIST, CHUNK LIGHT, IN WATER, drained solids (CA) - NFY090SVN",,,,,USDA
333880,"Cholesterol, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S3Y",,,,,USDA
333881,"Minerals, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S3Z",,,,,USDA
333882,"Niacin, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S40",,,,,USDA
333883,"Riboflavin, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S41",,,,,USDA
333884,"Selenium, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S42",,,,,USDA
333885,"Thiamin, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S43",,,,,USDA
333886,"Vitamin B6, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S44",,,,,USDA
333887,"Vitamin D3 and 25-OH-D3, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S45",,,,,USDA
333888,"Fatty Acids, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S46",,,,,USDA
333889,"Pantothenic Acid , Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S47",,,,,USDA
333890,"Proximates, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S48",,,,0.99,USDA
333891,"Vitamin B12, Tuna, canned, in water, drained solids,  STARKIST, CHUNK LIGHT, IN WATER  (AL,CA1) - NFY090S49",,,,,USDA
333892,"Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  MIDWEST COUNTRY FARE (FL,MO) - CY091K6",,,,,USDA
333893,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9K",,,,,USDA
333894,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZF",,,,,USDA
333895,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9O",,,,,USDA
333896,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZB",,,,,USDA
333897,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9L",,,,,USDA
333898,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZC",,,,,USDA
333899,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZG",,,,,USDA
333900,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9P",,,,,USDA
333901,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9N",,,,,USDA
333902,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZE",,,,,USDA
333903,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9R",,,,,USDA
333904,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZA",,,,,USDA
333905,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9M",,,,,USDA
333906,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZD",,,,,USDA
333907,"Tuna, canned, MIDWEST COUNTRY FARE, in water, drained solids (MO) - NFY090SZH",,,,,USDA
333908,"Tuna, canned, GREAT VALUE, in water, drained solids (FL) - NFY090S9Q",,,,,USDA
333909,"Minerals, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  MIDWEST COUNTRY FARE (FL,MO) - NFY090S6P",,,,,USDA
333910,"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  MIDWEST COUNTRY FARE (FL,MO) - NFY090S6Q",,,,0.9,USDA
333911,"Tuna, canned, in water, drained solids, store brand,  SAFEWAY &  SHOP RITE (CO,CT) - CY091K5",,,,,USDA
333912,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SBZ",,,,,USDA
333913,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SXA",,,,,USDA
333914,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC3",,,,,USDA
333915,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX5",,,,,USDA
333916,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC0",,,,,USDA
333917,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX6",,,,,USDA
333918,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SXB",,,,,USDA
333919,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC4",,,,,USDA
333920,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC1",,,,,USDA
333921,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX7",,,,,USDA
333922,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX8",,,,,USDA
333923,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC5",,,,,USDA
333924,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC2",,,,,USDA
333925,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX9",,,,,USDA
333926,"Tuna, canned, SHOP RITE, in water, drained solids (CT) - NFY090SC6",,,,,USDA
333927,"Tuna, canned, SAFEWAY, in water, drained solids (CO) - NFY090SX4",,,,,USDA
333928,"Minerals, Tuna, canned, in water, drained solids, store brand,  SAFEWAY &  SHOP RITE (CO,CT) - NFY090S6G",,,,,USDA
333929,"Fatty Acids, Tuna, canned, in water, drained solids, store brand,  SAFEWAY &  SHOP RITE (CO,CT) - NFY090S6H",,,,,USDA
333930,"Proximates, Tuna, canned, in water, drained solids, store brand,  SAFEWAY &  SHOP RITE (CO,CT) - NFY090S6I",,,,1.01,USDA
333931,"Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - CY091K7",,,,,USDA
333932,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SQW",,,,,USDA
333933,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0K",,,,,USDA
333934,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0O",,,,,USDA
333935,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SQX",,,,,USDA
333936,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SR1",,,,,USDA
333937,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0P",,,,,USDA
333938,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0L",,,,,USDA
333939,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SQY",,,,,USDA
333940,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SR2",,,,,USDA
333941,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0Q",,,,,USDA
333942,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SR3",,,,,USDA
333943,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0M",,,,,USDA
333944,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SQZ",,,,,USDA
333945,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0R",,,,,USDA
333946,"Tuna, canned, GREAT VALUE, in water, drained solids (OK) - NFY090T0N",,,,,USDA
333947,"Tuna, canned, KROGER, in water, drained solids (MI) - NFY090SR0",,,,,USDA
333948,"Minerals, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - NFY090S6X",,,,,USDA
333949,"Fatty Acids, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - NFY090S6Y",,,,,USDA
333950,"Proximates, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  KROGER (MI,OK) - NFY090S6Z",,,,0.83,USDA
333951,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333952,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333953,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333954,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333955,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333956,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333957,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333958,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333959,"TUNA, BUMBLE BEE CHUNK LIGHT IN WATER, DRAINED SOLIDS",,,,,USDA
333960,"Tuna, chunk light, canned in water, drained solids ",,,,,USDA
333961,Tuna; chunk light; canned in water; drained solids,,,,0.9,USDA
333962,Tuna; chunk light; canned in water; drained solids,,,,,USDA
333963,"Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - CY091K3",,,,,USDA
333964,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS1",,,,,USDA
333965,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS5",,,,,USDA
333966,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVK",,,,,USDA
333967,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVG",,,,,USDA
333968,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS2",,,,,USDA
333969,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVL",,,,,USDA
333970,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS6",,,,,USDA
333971,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVH",,,,,USDA
333972,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS3",,,,,USDA
333973,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVI",,,,,USDA
333974,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS7",,,,,USDA
333975,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVE",,,,,USDA
333976,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS0",,,,,USDA
333977,"Tuna, canned, GREAT VALUE, in water, drained solids (AL) - NFY090SS4",,,,,USDA
333978,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVJ",,,,,USDA
333979,"Tuna, canned, SAFEWAY, in water, drained solids (CA) - NFY090SVF",,,,,USDA
333980,"Cholesterol, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5O",,,,,USDA
333981,"Minerals, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5P",,,,,USDA
333982,"Niacin, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5Q",,,,,USDA
333983,"Riboflavin, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5R",,,,,USDA
333984,"Selenium, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5S",,,,,USDA
333985,"Thiamin, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5T",,,,,USDA
333986,"Vitamin B6, Tuna, canned, in water, drained solids, store brand,  GREAT VALUE &  SAFEWAY (AL,CA1) - NFY090S5U",,,,,USDA
